0	145
147	197
199	252
253	292
293	390
391	502
503	544
546	621
623	806
808	974
976	1108
1110	1351
1352	1435
1436	1584
1586	1652
1653	1691
1693	1770
1771	1838
1839	1886
1887	1904
1905	1922
1923	1961
1962	2038
2039	2083
2084	2110
2111	2144
2146	2272
2273	2328
2329	2370
2371	2416
2417	2432
2433	2449
2450	2464
2465	2552
2553	2576
2577	2599
2600	2631
2632	2653
2654	2672
2673	2775
2776	2836
2837	2881
2883	2989
2991	3185
3186	3262
3263	3439
3441	3578
3579	3898
3900	4087
4089	4188
4190	4460
4463	4882
4883	5092
5094	5376
5377	5469
