0	118
119	144
145	221
222	358
360	581
582	668
669	821
822	920
921	1276
1277	1455
1456	1573
1575	1956
1958	1990
1991	2065
2066	2081
2082	2097
2098	2167
2168	2277
2278	2309
2310	2377
2378	2560
2561	2719
2720	2762
2763	2846
2847	2979
2981	3192
3193	3223
3224	3246
3247	3311
3312	3340
3341	3484
3485	3651
3652	3798
3799	3836
3837	3856
3857	3878
3879	4222
4223	4327
4328	4445
4446	4533
4534	4643
4645	4735
4736	4819
4821	4984
4985	5047
5048	5099
5100	5162
5163	5245
5246	5325
5326	5365
5367	5727
5728	6296
6297	6371
6372	7008
7009	7101
7102	7300
7301	7552
