0	59
60	116
117	144
145	189
190	247
248	348
349	430
431	472
473	535
536	704
705	924
925	1006
1007	1190
1191	1260
1261	1387
1388	1462
1463	1568
1569	1811
1812	1996
1997	2177
2178	2420
2421	2475
2476	2762
2763	3046
3047	3243
3244	3374
3375	3602
3603	3910
3911	4063
4064	4106
4107	4182
4183	4314
4315	4584
4585	4773
4774	5024
5025	5134
5135	5402
5403	5553
5554	5693
5694	5726
5727	5805
5806	5818
5819	5864
5865	5901
5903	6004
6005	6114
6115	6144
6145	6218
6219	6264
6266	6460
6461	6641
6642	6712
6713	6860
6861	6990
6992	7278
7280	7405
7406	7431
7433	7539
7540	7591
7592	7634
7635	7864
