0	72
73	254
255	589
590	748
749	954
956	994
995	1025
1026	1045
1046	1075
1076	1104
1105	1137
1138	1167
1168	1176
1177	1263
1264	1310
1311	1369
1370	1410
1412	1846
1847	1930
1931	2058
2059	2258
2259	2538
2539	2694
2695	2758
2759	2861
2862	3067
3068	3206
3207	3297
3298	3417
3418	3537
3538	3692
3693	3732
3733	3878
3879	3984
3985	4061
4062	4158
4159	4374
4375	4579
4580	4698
4699	4874
4875	5141
5143	5254
5255	5375
5376	5485
5486	5612
5614	5775
5776	6006
6007	6089
6091	6284
6285	6554
6555	6676
6677	6913
