0	118
119	154
155	198
199	260
261	288
289	614
615	895
896	969
970	1107
1108	1171
1172	1361
1362	1629
1630	1752
1753	1937
1938	1955
1956	2218
2219	2288
2289	2313
2314	2368
2369	2453
2454	2523
2524	2725
2726	2800
2801	3061
3062	3244
3245	3471
3472	3787
3788	3896
3898	4010
4011	4036
4037	4064
4065	4096
4097	4186
4187	4199
4200	4219
4220	4252
4253	4325
4326	4356
4358	4577
4578	4608
4609	4664
4666	4832
4834	4979
4981	5193
5194	5295
5296	5565
5566	5633
5634	5870
5871	6005
6006	6106
6107	6238
6239	6749
6750	6845
