0	65
66	404
405	503
505	533
534	570
571	605
606	615
616	672
673	698
699	765
766	800
801	861
862	985
986	1027
1028	1053
1054	1115
1116	1176
1177	1300
1301	1328
1329	1368
1370	1506
1507	1565
1566	1686
1687	2066
2067	2152
2153	2196
2197	2374
2375	2487
2488	2564
2566	2727
2729	2783
2784	2813
2814	2843
2844	2874
2876	3033
3034	3148
3149	3293
3294	3370
3371	3469
3470	3541
3542	3664
3665	3783
3784	4067
4068	4318
4319	4361
4362	4535
4536	4649
4650	4760
4761	4870
4871	4993
4994	5110
5111	5256
5257	5432
5433	5518
5519	5631
5632	5759
5760	5858
5859	5958
5959	6046
6047	6360
6361	6539
6540	6616
6617	6888
6889	7070
7071	7144
7145	7191
7192	7281
7282	7552
