0	88
89	239
240	391
392	524
525	666
667	746
747	917
918	1073
1074	1235
1236	1379
1380	1549
1550	1791
1792	1908
1909	2009
2010	2121
2122	2285
2286	2418
2419	2585
2586	2686
2687	2788
2789	2914
2915	3059
3060	3266
3267	3482
3483	3600
3601	3792
3793	4024
4025	4140
4142	4212
4213	4259
4260	4322
4323	4368
4369	4432
4433	4520
4521	4608
4609	4687
4689	4829
4830	4991
4992	5255
5256	5432
5433	5554
5555	5753
5754	5867
5868	6044
6045	6135
6136	6332
6334	6390
6391	6435
6437	6672
6673	6763
6764	6973
6974	7073
7074	7166
7167	7306
7307	7516
7517	7682
7683	7882
7883	8132
8133	8329
8331	8526
8527	8777
8778	9069
9070	9279
9280	9429
