0	53
54	75
76	115
116	217
218	320
321	443
444	593
594	686
687	706
707	864
865	1112
1113	1292
1293	1400
1401	1530
1531	1618
1619	1817
1818	1884
1885	2050
2051	2210
2211	2267
2268	2408
2409	2583
2584	2749
2750	2886
2888	3008
3009	3077
3078	3094
3095	3110
3111	3212
3213	3263
3264	3283
3284	3330
3331	3372
3373	3402
3403	3420
3421	3443
3445	3689
3690	3943
3944	4098
4099	4181
4182	4219
4220	4240
4241	4279
4281	4347
4348	4398
4399	4466
4468	4898
4899	5019
5020	5219
5220	5444
5446	5524
5525	5747
5748	5829
5830	6029
6030	6254
