0	53
54	84
85	107
108	137
138	181
182	251
252	293
294	382
383	408
409	430
431	483
485	530
531	538
539	571
572	595
596	615
616	644
645	667
668	706
707	820
822	923
924	1029
1030	1330
1331	1445
1446	1513
1514	1604
1605	1780
1781	1861
1862	1925
1926	1964
1965	2099
2100	2166
2167	2505
2506	2750
2751	2797
2798	2867
2869	2956
2958	3055
3056	3133
3134	3167
3168	3201
3202	3227
3228	3249
3250	3380
3381	3520
3521	3545
3547	3717
3718	3729
3730	3905
3906	4177
4178	4304
4305	4490
4491	4534
4535	4600
4601	4643
4644	4730
4731	4796
4797	4874
4875	4973
4974	5078
5079	5154
5155	5353
5354	5638
5639	5913
5914	6080
6081	6157
6158	6522
6523	6616
6617	6802
6803	6869
6870	6968
6969	7164
7165	7237
7238	7319
7320	7445
7446	7501
7502	7552
7553	7634
7635	7751
7752	7788
7789	8066
8067	8192
8193	8308
8309	8425
8426	8706
8707	8729
8730	8796
8797	8854
8855	9002
9003	9450
9451	9534
