0	138
140	200
201	262
263	324
325	372
373	537
538	570
571	714
715	814
815	942
943	1097
1098	1170
1171	1186
1187	1215
1216	1238
1239	1524
1526	1830
1831	1911
1912	2024
2026	2145
2146	2208
2209	2241
2242	2294
2295	2372
2373	2437
2438	2508
2509	2594
2595	2671
2672	2688
2689	2705
2706	2749
2750	2851
2852	2974
2975	3023
3024	3066
3067	3173
3174	3188
3190	3253
3254	3382
3383	3419
3420	3487
3488	3515
3516	3563
3564	3623
3624	3784
3785	3809
3810	3928
3929	4051
4052	4113
4114	4229
4230	4259
4260	4306
4307	4395
4396	4420
4421	4585
4586	4780
4781	4829
4830	4898
4899	5027
5028	5066
5067	5114
5116	5283
5285	5464
5465	5528
5529	5609
5610	5621
5622	5663
5665	5909
5911	6168
6169	6476
6477	6705
6707	6928
6929	7022
7023	7348
7349	7662
7663	7740
7742	7958
7959	8128
8129	8262
8263	8316
8318	8573
8574	8716
8717	8781
8782	8829
