0	18
19	53
55	91
92	125
127	145
147	166
168	173
175	223
224	255
256	291
292	322
323	501
503	557
559	617
618	633
634	701
702	731
732	749
750	765
766	833
834	869
870	898
899	935
936	956
957	1045
1046	1072
1073	1109
1110	1186
1188	1330
1332	1472
1474	1676
1678	1739
1740	1802
1804	1853
1854	1878
1879	1967
1968	2005
2006	2193
2194	2290
2291	2382
2383	2413
2414	2487
2488	2517
2518	2532
2533	2545
2546	2554
2555	2622
2623	2757
2758	2823
2824	2871
2872	2924
2925	3098
3099	3184
3185	3231
3232	3318
3319	3379
