0	190
191	322
323	419
420	505
506	710
711	902
903	1023
1024	1106
1107	1177
1179	1275
1276	1324
1325	1379
1380	1436
1437	1456
1457	1514
1515	1549
1550	1650
1651	1704
1706	1850
1851	1888
1889	1912
1913	1953
1954	1980
1981	2075
2076	2148
2149	2234
2235	2347
2348	2412
2413	2818
2819	2860
2861	2887
2888	3047
3048	3130
3131	3303
3304	3389
3390	3599
3600	3662
3664	3707
3708	3763
3765	3882
3883	3949
3950	4112
4113	4218
4219	4399
4400	4440
4442	4571
4572	4704
4705	4793
4794	4928
4929	4981
4982	5022
5023	5151
5152	5201
5202	5239
5240	5310
5311	5409
5410	5767
5768	5996
5997	6127
