0	73
74	109
110	177
178	195
196	233
234	301
302	510
511	527
528	586
588	609
610	619
620	652
653	672
673	750
751	787
788	847
848	894
895	974
975	1000
1001	1048
1049	1087
1088	1125
1127	1403
1404	1670
1671	1780
1781	1863
1864	1895
1896	1960
1961	1978
1979	2016
2017	2053
2054	2093
2094	2126
2127	2187
2188	2308
2309	2350
2351	2387
2388	2488
2489	2568
2569	2596
2597	2621
2622	2741
2742	2917
2918	2998
2999	3124
3125	3178
3179	3322
3323	3465
3466	3576
3577	3654
3655	3750
3751	3829
3830	3865
3866	3908
3909	4030
4031	4136
4138	4207
4209	4461
4462	4542
4543	4737
4739	4933
4934	5078
5079	5435
5436	5686
5687	5830
5831	5941
5942	6259
6260	6492
6493	6652
