0	194
195	330
331	422
423	511
512	890
891	1096
1097	1273
1274	1355
1356	1519
1520	1850
1851	2027
2028	2186
2187	2320
2321	2475
2476	2579
2580	2761
2762	3067
3068	3130
3132	3269
3270	3397
3398	3443
3444	3690
3691	3936
3937	4076
4077	4217
4218	4521
4523	4612
4613	4656
4657	4677
4678	4709
4710	4763
4764	4844
4845	4908
4909	5004
5005	5045
5046	5121
5122	5155
5157	5570
5571	5644
5645	5701
5702	5753
5754	5882
5883	6052
6053	6093
6094	6143
6144	6235
6236	6259
6260	6330
6332	6420
6421	6450
6451	6512
6513	6581
6582	6638
6640	6775
6776	6883
6884	6975
