0	68
70	109
111	153
154	162
163	206
207	226
227	277
278	285
286	315
316	335
336	369
370	405
406	429
430	462
463	511
512	676
677	837
838	987
988	1160
1161	1254
1255	1295
1296	1388
1389	1440
1441	1452
1453	1459
1460	1514
1515	1559
1560	1619
1620	1650
1651	1684
1685	1729
1730	1811
1812	1848
1849	1855
1856	1893
1894	1912
1913	1938
1939	1958
1959	2021
2022	2069
2070	2107
2108	2135
2136	2162
2163	2231
2232	2259
2260	2274
2275	2309
2310	2347
2348	2382
2383	2396
2398	2496
2497	2553
2554	2586
2587	2609
2610	2641
2642	2665
2666	2734
2735	2749
2750	2774
2775	2807
2808	2884
2885	2899
2900	2915
2916	2981
2982	2995
2996	3013
3014	3038
3039	3078
3079	3094
3095	3117
3118	3241
3242	3263
3264	3277
3278	3302
3303	3329
3330	3351
3352	3372
3373	3408
3409	3422
3423	3545
3546	3590
3591	3607
3608	3659
3660	3696
3697	3738
3739	3762
3763	3787
3788	3811
3812	3835
3836	3857
3858	3885
3886	3928
3929	3943
3944	3958
3959	3979
3980	3986
3987	3994
3995	4022
4023	4059
4060	4127
4128	4149
4150	4216
4217	4257
4258	4287
4288	4318
4319	4335
4336	4378
4379	4404
4405	4425
4426	4444
4445	4466
4467	4491
4492	4510
4511	4532
4533	4557
4558	4575
4576	4593
4594	4609
4610	4627
4628	4645
4646	4659
4660	4676
4677	4699
4700	4764
4765	4861
4862	4888
4889	4958
4959	5001
5002	5025
5026	5143
5144	5170
5171	5249
5250	5263
5264	5328
5329	5397
5398	5417
5418	5524
5525	5600
5601	5633
5634	5800
5801	5912
5913	6010
6011	6122
6123	6188
6189	6306
6307	6459
6460	6530
6531	6642
6643	6702
6703	6743
6744	6799
6800	6841
6842	6886
6887	6945
6946	7138
7139	7633
7634	7739
7740	7778
7779	7829
7830	7885
7887	7996
7997	8096
8097	8169
8170	8279
8280	8349
8350	8669
8670	8996
8997	9145
9146	9439
9440	9617
9618	10120
10121	10168
10169	10287
