0	155
156	344
345	365
366	393
394	453
454	520
521	773
774	811
812	821
822	861
862	870
871	881
882	912
913	987
988	1038
1040	1234
1235	1347
1348	1397
1398	1480
1481	1603
1604	1697
1698	1885
1886	1911
1913	1983
1984	2010
2011	2030
2031	2051
2052	2102
2103	2157
2158	2174
2175	2203
2204	2215
2216	2285
2286	2318
2319	2381
2382	2406
2407	2414
2415	2452
2453	2479
2480	2519
2520	2536
2537	2552
2553	2604
2606	2670
2671	2858
2859	3071
3072	3217
3218	3294
3295	3414
3415	3552
3553	3597
3598	3628
3629	3844
3845	4089
4090	4117
4118	4284
4285	4397
4398	4511
4512	4655
4656	4807
4808	4949
4950	4978
4979	5150
5152	5189
5190	5283
5284	5342
5343	5384
5385	5482
5483	5501
5502	5554
5555	5634
5635	5671
5672	5720
5722	5868
5869	5960
5961	6117
6118	6175
6176	6197
6198	6325
6327	6466
6467	6516
6517	6644
6645	6749
6750	6929
6930	7051
7052	7254
7255	7402
