0	343
344	452
453	551
552	901
902	1408
1409	1449
1450	1571
1572	1943
1945	1979
1980	2048
2049	2214
2215	2254
2255	2279
2280	2310
2311	2341
2343	2440
2441	2506
2507	2704
2705	2738
2739	2778
2779	3067
3068	3170
3171	3201
3203	3425
3426	3639
3641	3986
3987	4070
4071	4107
4108	4168
4169	4333
4334	4465
4466	4525
4526	4657
4658	4905
4906	5067
5068	5303
5304	5542
5543	5817
5818	5859
5860	5919
5920	6036
6037	6117
6118	6264
6265	6440
6441	6577
6578	6923
6925	7119
7120	7347
7348	7478
7479	7658
7659	7795
7796	7853
7854	8121
8122	8327
8328	8542
8543	8695
