0	167
168	405
406	554
555	613
614	832
834	890
891	898
899	909
910	949
950	969
970	987
988	1014
1015	1044
1045	1092
1093	1119
1120	1181
1182	1260
1261	1289
1290	1317
1318	1337
1338	1369
1370	1428
1429	1490
1491	1528
1529	1560
1561	1596
1597	1616
1617	1641
1642	1691
1693	1841
1842	2063
2064	2106
2107	2177
2178	2414
2415	2520
2521	2555
2556	2672
2673	2765
2766	2810
2811	2818
2819	3170
3171	3355
3356	3432
3433	3517
3518	3589
3590	3715
3716	3793
3794	3934
3935	4094
4095	4150
4151	4303
4304	4425
4426	4569
4570	4845
4847	4925
4926	4966
4967	5206
5207	5319
5320	5439
5440	5533
5534	5556
5558	5641
5642	5700
5701	5726
5728	5899
5900	6019
6020	6265
6267	6485
6486	6640
6641	6743
