0	154
155	358
359	423
424	805
806	898
899	1158
1159	1221
1223	1249
1250	1273
1274	1303
1304	1320
1321	1336
1337	1364
1365	1409
1410	1463
1464	1677
1678	1738
1739	1769
1770	1810
1811	1859
1860	1957
1958	2004
2005	2095
2096	2117
2119	2205
2206	2220
2221	2281
2282	2303
2304	2320
2321	2399
2400	2452
2453	2523
2524	2557
2558	2695
2696	2729
2730	2802
2803	2843
2844	2999
3000	3052
3053	3099
3100	3134
3135	3409
3410	3439
3440	3471
3472	3564
3565	3575
3576	3592
3594	3871
3873	4187
4188	4253
4254	4435
4436	4691
4693	4891
4892	5222
5223	5370
5371	5807
5808	5912
