0	50
51	133
134	215
216	321
322	441
442	641
642	715
716	856
857	934
935	1234
1236	1318
1319	1383
1384	1403
1405	1439
1441	1506
1507	1574
1576	1659
1660	1739
1740	1771
1773	1844
1846	1921
1923	2281
2283	2543
2544	2627
2628	2687
2688	2759
2761	2906
2907	2951
2953	3032
3033	3178
3179	3268
3269	3358
3359	3542
3543	3797
3798	3891
3892	3982
3983	4109
4110	4210
4211	4345
4346	4383
4384	4445
4446	4476
4477	4506
4507	4699
4700	4847
4848	4931
4932	5011
5012	5043
5044	5115
5116	5190
5192	5677
5678	5787
5788	5947
5949	6279
6280	6382
6383	6651
6653	7020
7021	7168
7169	7440
7441	7522
7523	7746
7747	8067
8068	8107
8108	8628
8629	8903
