0	240
241	393
394	484
485	615
616	716
718	866
867	892
893	934
935	990
991	1102
1103	1126
1127	1162
1163	1202
1204	1240
1241	1325
1326	1335
1336	1372
1373	1641
1642	1710
1711	1759
1760	1851
1852	1898
1899	1958
1959	1982
1983	2041
2042	2073
2074	2188
2189	2255
2256	2315
2316	2431
2432	2635
2636	2687
2688	2718
2719	2860
2861	2915
2916	2969
2970	3024
3025	3225
3226	3490
3491	3656
3657	3813
3815	4026
4027	4322
4323	4481
4482	4544
4546	4891
4892	5171
5173	5260
5261	5410
5411	5524
5525	5551
5552	5554
5555	5688
5689	5691
5692	5837
5838	5919
5920	6163
6164	6229
6230	6519
