0	54
55	98
99	155
156	261
262	301
302	347
348	397
398	434
435	527
528	569
570	664
665	961
962	1154
1155	1330
1331	1368
1370	1563
1564	1650
1651	1939
1941	2069
2071	2097
2098	2121
2122	2152
2153	2188
2189	2221
2222	2304
2306	2386
2387	2432
2433	2552
2553	2571
2572	2642
2644	2830
2831	2847
2848	2864
2865	2941
2942	3049
3051	3065
3066	3140
3141	3182
3183	3266
3267	3301
3302	3430
3431	3492
3493	3564
3566	3743
3745	3848
3849	3879
3881	4063
4064	4119
4121	4298
4300	4338
4340	4566
4567	4744
4745	4885
4886	4974
4975	5105
5106	5247
5249	5316
5318	5381
5383	5425
5426	5615
5617	5919
5920	6002
6003	6128
6129	6234
6235	6422
6423	6464
6465	6914
