0	27
28	35
36	55
56	137
138	166
167	270
271	306
307	480
481	661
662	802
803	844
845	956
957	1199
1200	1320
1321	1494
1495	1699
1700	1758
1759	1885
1886	1975
1976	2124
2125	2272
2273	2426
2427	2514
2515	2686
2687	2825
2826	3029
3030	3105
3106	3299
3300	3398
3399	3522
3523	3594
3595	3695
3697	3795
3796	3810
3811	3844
3845	3882
3883	3905
3906	3941
3942	3970
3971	4006
4007	4102
4103	4142
4143	4191
4193	4349
4350	4441
4442	4580
4581	4622
4623	4670
4671	4731
4732	4850
4851	4970
4971	5017
5018	5074
5075	5107
5108	5127
5128	5267
5268	5461
5462	5573
5574	5670
5671	5850
5852	6077
6078	6240
6241	6517
6518	6803
6804	6886
6888	7252
7253	7633
7634	7807
7808	8087
8088	8171
8172	8308
8309	8414
8415	8545
8546	8622
8623	8711
8712	8814
8815	8939
8940	9021
