0	162
163	295
296	347
348	530
531	622
623	821
822	1081
1082	1109
1110	1477
1478	1515
1516	1569
1570	1831
1832	1961
1962	2171
2172	2464
2465	2682
2683	2793
2794	2833
2834	2875
2876	2907
2908	3207
3208	3950
3951	4513
4514	4553
4554	4609
4610	4629
4630	4714
4715	4721
4722	4808
4809	5010
5011	5165
5166	5262
5264	5369
5370	5396
5397	5558
5559	5727
5728	5773
5774	6018
6019	6054
6055	6223
6224	6440
6441	6608
6609	6755
6757	6812
6814	7020
7021	7244
7245	7744
7745	8076
8077	8318
8320	8636
8637	9128
9129	9282
9283	9639
9640	9973
9974	10042
